Actor Names,Country,Actor Details,Likes
Bobby,South Korean,"Kim Ji Won, known by his stage name Bobby, is a rapper and member of the group iKON (아이콘) debuted in 2015. He's been under 143 Entertainment (143엔터테인먼트) since ending his contract with YG Entertainment. In September 2021, his fiancée gave birth to their first son. He enlisted in the…",191
Jiu Lu Fei Xiang,Chinese,"Hong Wan Ling is an accomplished web novelist and screenwriter who writes under the pen name  九鹭非香  (Jiu Lu Fei Xiang). Among her most famous works, there are ""Zhao Yao"" and ""Cang Lan Jue"", both adapted into dramas. She is a member of China's Writer's Association.",191
Bae Yoon Kyung,South Korean,Bae Yoon Kyung is a South Korean actress who made her acting debut in 2017.,191
Hunt Chang,Taiwanese,Zhang Hang is a Taiwanese actor who made his acting debut in the 2015 film “Our Times.”,191
Wang Ying Lu,Chinese,"Wang Ying Lu is a Chinese actress managed by Mountain Top. She debuted as an actress in 2020 with a lead role in the series ‘Four Years of Life’. She was cast in her first movie in the 2021 ‘Crazy Tsunami’.

(Source: MyDramaList)",191
Jesse Ren,Chinese,"He is a Chinese actor who graduated from the Central Academy of Drama. In 2017, it was revealed that he would appear in the Fantasy Romance drama 'Swing to the Sky' (2020) with a support role as the mysterious talented diver, Chen Tian. despite finishing recording in the same year the drama was delayed…",191
Zhang Xi Wei,Chinese,,191
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Kenny Kwan,Hong Konger,Kenny is a Philippine-born Hong Kong singer-songwriter and actor. He is a member of the Cantopop duo Sun Boy'z.,190
Nakamura Aoi,Japanese,"Nakamura Aoi, born in Fukuoka, Fukuoka Prefecture, Japan, is a Japanese actor. He appears in Perfect Blue, a television movie based on a novel by Miyuki Miyabe. Nakamura played the male role in Paranormal Activity 2: Tokyo Night.

(Source: Wikipedia)",190
Lee Soo Woong,South Korean,"Lee Soo Woong is a South Korean singer, dancer, actor and member of BOYS REPUBLIC. He graduated from Konkuk University with a bachelor's degree in Film. Before debuting, he was a trainee at BigHit Entertainment alongside BTS and later received two years of training under Universal Music and Jung Hae…",190
Yu Jin,Taiwanese,,190
Ha Do Gwon,South Korean,"Ha Do Gwon, born Kim Young Gu, is a South Korean actor and musical actor. He graduated from Seoul National University with a degree in vocal music. From 2005 till 2007, Ha performed in the musicals ""Phantom of the Opera"" and the ""Lion King"" in Japan. Ha is married to voice actress Yu Min Yung, and the…",190
Parker Mao,Chinese,Parker Mao is a Chinese actor.,190
Takamatsu Aloha,Japanese,"Takamatsu Aloha, known simply as ALOHA, is a Japanese dancer, actor and member of BULLET TRAIN, known in Japan as Choutokkyuu (超特急). In 2016, he was introduced as one of the finalist of ""Kondo Yohdi Little Brother's Audition"" and a few months later, he was introduced as part of dance-vocal unit…",190
Nakayama Yuma,Japanese,"Nakayama was born January 13, 1994 in Osaka Prefecture, Japan. Nakayama Yuma is a singer and actor from the Japanese male idols agency Johnny's Entertainment. He released a the song ""Akuma na Koi"" in July 2009 along with the 4-membered Johnny's Jr unit B.I.Shadow, under the name Nakayama Yuma w/B.I.Shadow.…",189
Kim Byung Ok,South Korean,"Kim Byung Ok is an actor best known for Oldboy, New World and Lady Vengeance.

(Source: MyDramaList)",189
Koreeda Hirokazu,Japanese,"Hirokazu Koreeda is a Japanese film director, producer, screenwriter and editor. He is best-known for works such as Nobody Knows (2004) and Still Walking (2008). Before embarking on a career as a director, Koreeda worked as an assistant director on documentaries for television. He later directed his…",189
Cheng Yu Feng,Chinese,Cheng Yu Feng is an actor and model from China. He is managed under Du Song Film Studio.,189
Michelle Chen,Taiwanese,"Michelle Chen is a Taiwanese actress and singer. Born in Taipei, she attended high school in the United States and graduated from the University of Southern California in 2005, majoring in Marketing with a minor in Art. After returning to Taiwan in 2006, she signed with producer Angie Chai in 2007,…",188
Ohara Sakurako,Japanese,"Newcomer Chosen out of 5,000 other applicants to Star as female lead in Kanojo wa Uso o Aishisugiteru with Takeru Sato.",188
Ray Chang,Chinese,"Zhang Rui (English name: Ray), born in Jinzhou, Liaoning, is a Chinese actor, singer, and host. In 2010, he starred in his first TV series ""The Dream Of Red Mansions"", thus officially entering the entertainment industry.

(Source: cpophome)",188
Tegoshi Yuya,Japanese,"Yuya Tegoshi is a Japanese singer, actor, Youtuber, and former member of Japanese boy band NEWS and its subgroup Tegomass.

He will release his first mini album ""Music Connect"" on October 5, 2022.",188
Snow Kong,Chinese,"Kong Xue Er (Stage Name: Snow Kong) is a Chinese female idol. In 2012, she joined JYP Entertainment as a trainee, but she left the company in 2014. She also made it on the list as one of the possible trainees to debut in Cosmic Girls (WJSN). She is a former member of the girl group LadyBees and she…",188
Ke Ying,Chinese,"Ke Ying was born in Changsha, Hunan  province on January 26, 1998. She is a film and television actress in Mainland China.",188
Bie Sukrit Wisetkaew,Thai,"Sukrit Wisetkaew commonly known by his nickname Bie is a Thai pop singer and actor. He was discovered in the third season of a Thai television talent contest The Star. After winning the position as the first runner-up in The Star 3, Bie became one of the hottest rising singers and gained immense popularity…",187
Ki Tae Young,South Korean,"Ki Tae Young is a South Korean actor. He married actress and former idol Eugene on July 23, 2011 at Joong Ang Church in Gyeonggi Province, South Korea. They first met while acting together in the drama ""Seeking Love"" aka ""Creating Destiny"". The couple's first child, a daughter named Ki Ro Hee, was born…",187
Kim Min Jong,South Korean,"Kim Min Jong is a South Korean actor and singer who was a matinée idol in the 1990s. He began his career in Korean film and television in the 1990s as a matinee idol with a gentle, serious image. He starred in popular TV series that kicked off pre-Hallyu Korean drama trends. In 1992, he and fellow…",187
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Ye Soo Jung,South Korean,"Ye Soo Jung is a South Korean actress. She is known for many support roles throughout her career. Her mother Ae Ran Jeong was an actress from the 50s to the 70s. She is married to Kim Chang Hwa and her daughter Kim Ye Na is a theater director. Ye graduated from Korea University (German Language & Literature),…",187
Bom Tanawat Uthaikitwanit,Thai,"""Bom"" Tanawat Uthaikitwanit is a Thai actor. He made his acting debut with a starring role in the series ""I Will Knock You"" (พี่จะตีนะเนย). On October 23, 2023, he made his debut as a soloist with the release of his single ""Caramel Candy.""

(Source: MyDramaList)",187
Jung Eui Jae,South Korean,"Jung Eui Jae is a South Korean actor who made his acting debut in 2018. 
(Source: Viki)",187
Aokbab Chutimon Chuengcharoensukying,Thai,"Chutimon Cheungcharoensukying, nicknamed Aokbab, is a model and actress born in Bangkok, Thailand. She is currently studying Faculty of Fine and Applied Arts at Chulalongkorn University. Chutimon started modelling since she was only 15, even she was the first Thai model who had a chance to be in Harper's…",187
Liu Yao Yuan,Chinese,"Liu Yao Yuan, born on January 3, 1996, is an actor and singer from Mainland China, graduated from China Academy of Traditional Chinese Opera.",187
Chai Sinsophak Wijitwerot,Thai,"""Chai"" Sinsophak Wijitwerot is an actor and singer. He graduated from Burapha University's Commerce and Business School. He's eleven minutes older than his twin, actor ""Seng"" Suphaksin Wijitwerot. Chai first entered the entertainement industry when he appeared on ""I Can See Your Voice."" It wasn't until…",187
Seo Hyo Rim,South Korean,"Seo Hyo Rim is a South Korean actress under MAGIQ Entertainment 

On December 22, 2019, she tied the knot with Jung Myung Ho, actress Kim Soo Mi’s son. The couple had a daughter together in June 2020.

(Source: Soompi)",186
Nune Woranuch Bhirombhakdi,Thai,"""Nune"" Woranuch Bhirombhakdi is an actor born in Nakhon Pathom. After graduating from The College of Dramatic Arts in Nakhon Pathom, she went on to obtain her bachelor of arts degree from Suan Dusit's Faculty of Management Sciences. In 2010, Nune married longtime boyfriend ""Todd"" Piti Bhirombhakdi,…",186
Aibu Saki,Japanese,"Aibu Saki is a Japanese actress. She is part of the Box Corporation. Her television debut happened in 2003 with Water Boys, where she played the role of Hayakawa Atsumi. She married a non-celebrity man in May of 2016 and welcomed their first daughter in October of 2017. On May 21, 2020 she updated her…",186
Choi A Ra,South Korean,"Choi A Ra is a South Korean model, who graduated from Sungkyunkwan University in 2015 with a degree in acting. She was previously represented by KPlus, but now belongs to Aile Model Company. She has walked the runway for Louis Vuitton, DKNY, Steve J & Yoni P, Phillip Lim, Marc by Marc Jacobs and more.…",186
Kim Jong Hoon,South Korean,Kim Jong Hoon is a South Korean actor known for his supporting role I Picked Up a Star on the Road (2018). He made his acting debut in 2014.,186
Baba Fumika,Japanese,"Baba Fumika is a Japanese actress and model who is represented by the talent agency, Name Management. She was scouted at a local street when she was in high school and started working as a model for the local free newspaper, Niigata Bishōjo Zukan. Baba later belonged with other junior high school students…",186
Jeongyeon,South Korean,"Yoo Kyung Wan, known by her stage name Jeongyeon, is a South Korean singer. She is the lead vocalist of the girl group, TWICE. Jeongyeon trained to become a singer from a young age, and also learned to play the trumpet and saxophone. Jeong Yeon joined JYP Entertainment in JYP Entertainment's 6th Open…",186
Lee Dae Hwi,South Korean,"Lee Dae Hwi is a South Korean singer-songwriter under Brand New Music and member of the Boy Group AB6IX. He is known for being the center for the ""It's Me (Pick Me)"" evaluation during Produce 101 Season 2 and placing 3rd in the finale, making him a member of Wanna One. Dae Hwi used to live in Los Angeles…",186
Park Jae Bum,South Korean,Park Jae Bum is a South Korean screenwriter.,186
Yang Jun Mo,South Korean,Yang Jun Mo is a South Korean model and actor under JMODEL Management (외국인모델 사업부).,186
Tenon Teachapat Pinrat,Thai,"Teachapat Pinrat, nicknamed Tenon, is a Thai actor and singer. He made his singer debut in May 2020 with the single ""หากเธอยังรัก"" under the name Tenonz. He made his acting debut in the 2021 Thai BL drama ""Lovely Writer."" He got his first main role in the 2021 Thai BL drama ""Golden…",186
Big Thanakorn Kuljarassombat,Thai,"""Big"" Thanakorn Kuljarassombat is a model and actor managed by Headliner Thailand (เฮดไลเนอร์ ไทยแลนด์), a subsidiary of Tencent Thailand. He has a BBA in logistics management from the University of the Thai Chamber of Commerce. This is the same university that he…",186
Bonus Tanadech Deeseesuk,Thai,"""Bonus"" Tanadech Deeseesuk is a Thai actor and singer. He was an artist under Star Hunter Entertainment until February 2024. 

(Source: MyDramaList)",186
Lee Soo Kyung,South Korean,"Lee Soo Kyung is a South Korean actress. She debuted as a commercial model in 2003, then began her acting career by doing supporting roles, notably in Tazza: The High Rollers and Dear Heaven, before being cast in her first leading role in the 2006 sitcom Soulmate. Lee became a household name in 2007…",185
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Triendl Reina,Japanese,"Reina Triendl is a fashion model and actor born in Vienna, Austria to a German father and a Japanese mother. Reina was scouted and began working as a model for Platinum Production in her second year of high school. She was an exclusive model for JJ and Vivi, and is currently exclusive to With. In 2011,…",185
Choi Jung Woo,South Korean,"Choi Jung Woo is a South Korean actor. He has been active both in TV dramas and movies since the early '90s. His talent agency is GEP Entertainment.

(Source: Dramawiki)",185
Lee Shi Ah,South Korean,"Lee Shi Ah, born Lee Ji Ah, is a South Korean actress and singer. She made her entertainment debut in 2011 as a member of the K-pop girl group Chi Chi (which stands for ""Creative Electronic House Idols""). When Chi Chi disbanded in 2013, Shi Ah turned to acting and has appeared in television series such…",185
Nishino Nanase,Japanese,"Nishino Nanase is a Japanese actress, model, television host, and a former member of idol group Nogizaka46, first generation.

On 31st of March, 2024, it was announced that she married fellow actor Yamada Yuki.",185
Jang Gwang,South Korean,"Jang Gwang is a South Korean voice actor and film actor. Jang has been a prolific and in-demand voice actor and dubber since 1978. Then in 2011, he was cast in front of the camera in the highly successful and controversial film Silenced. His dual roles as the principal and janitor of a school for the…",185
Choi Yoo Hwa,South Korean,"Choi Yoo Hwa is a South Korean actress under Echo Global Group. Choi entered the entertainment industry after winning the Fashion Model Award at the fashion magazine CeCi's Model Contest in 2005. She debuted in the one-act Drama Special ""The Great Gye Choon Bin"" (2010), and in the television series…",185
Wendy,South Korean,"Wendy is a South Korean singer and the main vocalist of the K-Pop group Red Velvet. She was born in Seongbuk-dong, Seoul, South Korea, but moved to Canada with her sister to study. She also lived in Minnesota, the USA for a few years, then moved back to Canada again. In 2010, she auditioned for and…",185
Prigkhing Sureeyares Yakares,Thai,"""Prigkhing"" Sureeyares Yakares is an artist under Channel 3 (ช่อง 3). She attended Rachawinit School and is best known for her starring role in the 2020 GMMTV series ""The Shipper."" Prigkhing got her start in the industy when she entered GMMTV's ""Gen Wire Guy & Girl contest 2018 by Fluocaril,""…",185
Euro Yotsawat Tawapee,Thai,Yotsawat Tawapee (Nickname: Euro) is a Thai actor.,185
Park Cho Rong,South Korean,"Park Cho Rong, better known by her stage name Chorong, is a South Korean idol singer and actress. She is the leader of South Korean girl group ""A Pink"", under IST Entertainment. Park auditioned for JYP Entertainment in 2009 and made it to the finals. Prior to debuting as an A Pink member in 2011, Chorong…",184
Kiritani Kenta,Japanese,"Kiritani Kenta is a Japanese actor, born in Osaka, Japan. His talent Agency is Hot Road. Kiritani has won the ""Rookie of the Year"" 2011 Elan D'or Award. He married a non-celebrity woman 5 years his junior on April 2, 2014. The couple welcomed their first child in that same year. On February 11, 2016,…",184
He Hua,Chinese,"He Hua is a Chinese actress, born in the Shiyan City of Hubei Province and graduated from Hunan University. She entered showbiz in 2011 and made her debut in 2013 with the anti-Japanese war drama ""Zhan Di Shi Hou"".

(Source: Chinese = Baidu; Douban; manmankan; Youku || Translation = MyDramaList)",184
Choi Kyu Jin,South Korean,"Choi Kyu Jin is a South Korean actor. He made his debut in the entertainment world in 2017. Since debut he has appeared in various television dramas, including “The Crowned Clown” (2019) and “Mr. Temporary” (2019).

(Source: Viki)",184
Hua Chen Yu,Chinese,"Hua Chen Yu, also known as HuaHua, is a Chinese singer, composer and songwriter. Hua studied at Wuhan Conservatory of Music. He rose to fame after winning the 2013 Super Boy singing contest produced by Hunan TV, China. After Super Boy 2013 Hua held his first Mars Concert, before the release of his new…",184
Wang Xiong Cheng,Chinese,,184
Li Chun,Chinese,"Frida Li is a Chinese actress, born in Wuhu, Anhui, China. Due to her father's influence, she was allowed to study painting since she was a child. At the age of 10, she left her hometown to study ballet. Under the encouragement of her teachers and people around her, she applied successfully for admission…",183
Jung Suk Won,South Korean,Jung Suk Won is a South Korean model and actor. Jung debuted in 2008 with a role in the SBS drama Working Mom.,183
Okada Junichi,Japanese,"Junichi Okada is a Japanese actor and former member of the Japanese boy band V6, which is under the management of Johnny & Associates. He joined Johnny & Associates at the age of 14. Okada is known for being reserved. He does not meet with many people within the agency. In an interview on Shounen Club…",183
Film Nattapat Sakullerpasuk,Thai,"Film Nattapat Sakullerpasuk is a Thai actor based in Thailand. He is managed by Starlatiz, a thai artiste management company.",183
Sato Ryuji,Japanese,"Dubbed as ""The Prince of 2.5D"" and ""The person who was born from 2.5D"", Sato Ryuji is a stage actor and singer associated with the Himawari Theatre Group. He has been casted as both supporting and main roles from dramas, movies and musicals. He is most known for playing Zaizen Hikaru in The Prince of…",183
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Jin Soo Wan,South Korean,"Jin Soo Wan was the writer for the popular dramas “The Moon Embracing the Sun” and “Kill Me, Heal Me.”",183
Gu Man,Chinese,"Gu Man is a renowned internet novelist in China who also works as a writer for Jinjiang Literature City. Some of her popular works have been adapted into drama series and films. Although her books are well-liked by many, she is rather slow in her writing, with only several books published and a few…",183
Hasegawa Makoto,Japanese,"Makoto is a member of the J-Pop group The Rampage From Exile Tribe. He attended EXPG in Tokyo and auditioned for The Rampage via Global Japan Challenge. As a child, he featured in some EXILE music videos and also used to be GENERATIONS (from exile tribe) support member. His main dance style is krumping.",183
Newyear Nawaphat Thannamongkhonsawat,Thai,"""Newyear"" Nawaphat Thanamongkhonsawat is a model and actor. 

(Source: MyDramaList)",183
Hao Fu Shen,Chinese,"Hao Fu Shen, born in Dalian, Liaoning Province, is a Chinese actor. He entered the entertainment circle in 2018 and played the leading actor in the remake series ""Our Shiny Days"". He studies acting at Beijing Film Academy.
(Source: Douban)",183
Khunpol Pongpol Panyamit,Thai,"""Khunpol"" Pongpol Panyamit is an actor, singer and member of the boy group BUS because of you i shine and the sub-unit BUS7 (บัสเซเว่น) under Sonray Music (ซันเรย์ มิวสิค). He was under Nadao Bangkok (นาดาวบางกอก) until they ended operations…",183
Andy Huang,Taiwanese,Andy Huang is a Taiwanese actor.,183
Anson Qiu,Chinese,"Qiu Shi Jie (English name: Anson), known by his stage name Qiu He Nan, is a Chinese actor who made his debut in the 2017 drama ""Dragon Day, You're Dead"".",183
Qiao  Zhen Yu,Chinese,"Qiao Zhenyu (born 1 November 1978) is a Chinese actor best known for appearing in various Chinese television series, including: Mulang in Seven Swordsmen (2006); Fang Baoyu in The Spirit of the Sword (2007); Zheng Keshuang in Royal Tramp (2008); and Chen Jialuo / Fuk'anggan in The Book and the Sword…",182
Sunny Si Suwanmethanont,Thai,"Sunny Suwanmethanont is a Thai actor of French and Singaporean descent formerly represented by Nadao Bangkok. His father is half-Thai and half-Singaporean, and his mother is French. Sunny attended Surasakmontree School in Bangkok from standard 1 until 6 and graduated from Assumption University, majoring…",182
Ten Tosatid Darnkhuntod,Thai,"Tosatid Darnkhuntod, nicknamed Ten, is a Thai actor and director. He graduated with a bachelor's degree in Acting and Directing from Srinakharinwirot University, Bangkok, Thailand, and a master's degree in Directing from the School of Visual Arts, New York City, USA. He is known for the series ""Gay…",182
Kuroba Mario,Japanese,"Kuroba Mario is a Japanese model and TV, stage, and movie actor who is affiliated with Vithmic Co., Ltd. Kuroba was born in Miyagi Prefecture, Japan in 1993. In 2010 he won second place in the 23rd Junon Superboy Contest and received the AGF award, kick-starting his career. In 2012, he made his acting…",182
Jung Suk Yong,South Korean,Jung Suk Yong is a South Korean actor who made his debut as an actor in 2001.,182
Run Chen,Chinese,"Chen Zi You is a Chinese model and actor from the Miao Ethnicity. In 2013, he got in the top ten at the NewFace International Male Model Contest.",182
Gu Zi Cheng,Chinese,"Gu Zi Cheng is an actor born in Changsha, Hunan Province, China. He studied at the Shanghai Theatre Academy. 

(Source: MyDramaList)",182
Nomura Kota,Japanese,"Nomura Kouta is a Japanese actor. He was born in Tokyo, Japan, and is affiliated with Ken-On agency. His father is actor Sawamura Ikki, his older brother is model Nomura Taiki, and his cousin is actress Nomura Masumi.

(Source: Japanese = Wikipedia || Translation = MyDramaList)",182
Oh Min Su,South Korean,"Oh Min Su is a South Korean actor. He spent 8 years playing soccer and 5 playing golf before deciding to become an actor. He made his debut in 2021 with a role in the web drama ""To.Two"" (투투). He is currently represented by Studio Santa Claus Entertainment (스튜디오 산타클로스엔터테인먼트).…",182
Pan Zi Jian,Chinese,"Pan Zi Jian is a Chinese actor born in Chengdu, Sichuan and is of Yi ethnicity.",181
Lee Shiau Shiang,Taiwanese,"Lee Shiau Shiang is a Taiwanese actor who graduated from Southeast University of Science and Technology with a degree in Electrical Engineering. He is married to actress Wang Cheng Yan. In February 2019, Lee and Xiao Man founded ""Xiang Qin Xiang Ai Studio.""

(Source: MyDramaList)",181
Kitamura Kazuki,Japanese,"Kitamura Kazuki is a Japanese actor born in Osaka, Japan. He was previously affiliated with From First Production until September 21, 2022, and is currently represented by PANDA Co., Ltd. as of September 22, 2022. Kitamura attended Yuge Merchant Marine Technical High School but left early. He initially…",181
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Furukawa Yuuta,Japanese,"Furukawa Yuuta is a Japanese actor, songwriter, singer, dancer, and model. He is best known for his roles as Shusuke Fuji of the fourth generation Seigaku cast in The Prince of Tennis musical series, Tenimyu, and Kirikaze in Fuma no Kojiro, a TV drama. He is from the ""Toyota office"" talent agency.",181
Yang Xi Zi,Chinese,"Yang Xi Zi, born in Kaili, Guizhou, is a Chinese actress and singer of the Miao ethnicity. She studied at Beijing Film Academy. In 2013, she participated in the children's singing program ""China's New Sound Generation,"" thus entering the entertainment circle.",181
Kun,Chinese,"Qian Kun, best known as Kun, is the leader of SM & Label V's Chinese boy group WayV and also a member of NCT. He was introduced as an SM Rookie on December 18, 2015.",181
Nutt Witsarut Khakham,Thai,"Witsarut Khakham, nicknamed Nutt, is a Thai actor from Chiang Mai. In 2019, he graduated from Chulalongkorn University.",181
Sheng Ying Hao,Chinese,"Sheng Ying is an actor and model from Mainland China, was born on October 21, 1995. He is an artist under Yongkang Tianying Chuangxing Film and Television Culture Studio. He is 183cm tall. He landed his first job as the main role in the drama ""Princess At Large"" (2018), the drama was then continued…",181
Mina,South Korean,"Kwon Min Ah, better known as Mina, is a South Korean singer and actress. She is best known as a former member of the girl group AOA. Mina has acted in television dramas, including ""Modern Farmer"" and ""All About My Mom"". She auditioned for FNC in 2009, and her family moved from Busan to Seoul soon after.…",180
Andy Zhang,Chinese,"Zhang is a singer and actor who was born in Harbin, Heilongjiang, China. He can speak both, Mandarin and English.
He enjoys traveling, swimming, playing basketball and ice skating.

He married the Hong Kong actress Catherine Hung (Hung Xin) in 2009.",180
Kutsuna Shioli,Japanese,"Shioli Kutsuna is a teen idol and actress. She was born in Sydney, Australia. She spent most of her life living in Australia until she won the Judge's Prize at the 2006 All-Japan National Young Beauty Contest. She then moved to Japan and decided to pursue a career as an actress. She is currently represented…",180
Otani Ryohei,Japanese,"Otani Ryohei is a Japanese actor and model. He began his modeling career in Japan but entered the Korean entertainment world in 2003. He was featured in commercials for Dunkin' Donuts, Hyundai Motors, Olympus and SK Telecom, and later in numerous music videos. His Korean language ability and increasing…",180
Jenny Zhang,Chinese,"Jenny Zhang is a Chinese actress and singer. She is noted for her roles in the television series Dreams Link (2007) and Palace II (2012) as well as her support roles in Hear to Heart (2018) and Story of Yanxi Palace (2018). In 2006, Zhang won the championship of Looking for Zi Ling (《寻找紫菱》),…",180
Chai Wei,Chinese,"Chai Wei is a Chinese actress who was born in Zhejiang, on December 7, 2002. In 2011, she made her debut in the drama ""Scarlet Heart"".",180
Im Hwa Young,South Korean,"Im Hwa Young is a South Korean actress, signed to Yooborn Company. She studied at the Seoul Institute of the Arts, where she majored in Theater. She made her debut in 2010 when she appeared in the drama series “Gods’ Quiz: Season 1.”",180
Sun An Ke,Chinese,"Sun An Ke, or Zhang Xiao Wei, as she’s also known, is a Chinese actress. She was born on February 2, 1998 in Jilin, China, and made her acting debut in 2016. Since then, she has appeared in various films and television dramas, including “Master Devil Do Not Kiss Me Season 1” (2017), “Master…",180
Lee Soo Geun,South Korean,"Lee Soo Geun is a South Korean comedian who has worked on a number of comedy shows on South Korean television. He began his comedian career on KBS Gag Concert and appeared in Finding Laughter. He is a previous member of the variety show “2 Days 1 Night”, which left due to being under investigation…",180
Itagaki Rihito,Japanese,"Itagaki Rihito is a Japanese actor who was born in Yamanashi prefecture. He is under Stardust Promotions. Rihito has been a model since he was 2 years old, but it wasn't until he was in 5th grade of elementary school, when he passed an audition at Stardust Promotions Entertainment, that he began his…",180
Jinna Fu,Chinese,"Fu Jing (English name: Jinna) is a Chinese singer-actress born in Shaoyang, Hunan Province and graduated from Xiangnan University. She is a former member of Rocket Girls 101 which debuted in 2018 and disbanded in July 2020. Her acting stint began in 2019 when she played top international ballet dancer…",180
Toey Jarinporn Joonkiat,Thai,"""Toey"" Jarinporn Joonkiat is a Thai actor, model and host.

(Source: MyDramaList)",179
Nam Tae Hyun,South Korean,"Nam Tae Hyun is a former member of the boy group Winner, formed in 2013 by YG Entertainment through the survival show ""WIN: Who Is Next"". In 2015, while Winner was on hiatus, Tae Hyun made his acting debut in the web drama ""Midnight Girl"". The same year, he played a supporting role in the drama ""Late…",179
Yoon Jin Yi,South Korean,"Yoon Jin Yi is an actor under Management Redwoods. Jin Yi made her acting debut in the 2012 rom-com drama ""A Gentleman's Dignity."" She's a multi-award winner, first earning the Best New Actress award in 2012 at the Korea Drama Awards. On October 22, 2022, Jin Yi tied the knot with her non-celebrity…",179
Wang Xu Dong,Chinese,Wang Xu Dong is a Chinese actor who graduated from Northeast University.,179
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Jang Dong Joo,South Korean,"Jang Dong Joo is an actor managed by Artist Company. He started his acting career in 2017 with minor/guest roles in series like ""School: 2017"" and ""Criminal Minds"". His appearance in DAY6's 'Shoot Me' MV garnered him more recognition, leading to supporting roles in the 2018 series ""My Strange Hero""…",179
Gigie Chanunphat Kamolkiriluck,Vietnamese,"Lê Trúc Anh (Thai name: Sarocha Burin; later changed to 'Chanunphat Kamolkiriluck'), nicknamed Gigie, is a model and actress. Gigie studied Business Administration at Cypress College, California. She is full Vietnamese but also holds Thai and US nationality. She was born and raised in Vietnam until…",179
Kim Chan Kyu,South Korean,"Kim Chan Gyu is a South Korean actor and content creator. He was a contestant on the first season of Wavve's dating reality series ""His Man."" Chan Kyu has a YouTube channel called '규스토리' where he mainly posts vlogs.",179
Lookjun Bhasidi Petchsutee,Thai,"""Lookjun"" Bhasidi Petchsutee is an actor and model managed by GMMTV. She studies Fashion Design at Silpakorn University. She's in a relationship with actor and fellow GMMTV artist ""Pepper"" Phanuroj Chalermkijporntavee.

(Source: MyDramaList)",179
Takano Akira,Japanese,"Takano Akira was born July 22nd, 1997 in Fukuoka Prefecture. He's a cancer, and has blood type b. His specialities are dance, and gaming. He got his start in entertainment as a member of Dream5 in 2009. After Dream5 disbanded in 2016, he began activities as a talent. He has credits on TV productions,…",179
Finn Han,Chinese,"Finn Han is a Chinese actor, born in Ningbo, Zhejiang, China. When he was four years old, he was discovered on Weibo by star scouts and photographed many children's clothing brand print ads and the first ad for the opening of Shanghai Disneyland.",179
Adi Kan,Chinese,"Kan Qing Zi is a Chinese actress born in Harbin, Heilongjiang. She graduated from the Acting Department of Beijing Film Academy. Kan made her official debut in the 2009 period drama ""Mother Wife."" She became well-known for appearing in the 2011 costume drama ""New My Fair Princess,"" which won the annual…",178
Kang Korn Sirisorn,Thai,"Korn Sirisorn, nicknamed Kang, is a singer and actor from Bangkok. He received his bachelor's and master's degrees from Chulalongkorn University. Kang is known for winning the tenth season of the singing competition The Star. He was also part of the Thai boy pop group X.I.S. On television, Kang has…",178
Hamao Kyousuke,Japanese,"Hamao Kyousuke is a retired Japanese actor, singer, and model. He is best known for his role in the ""The Prince of Tennis"" musical series ""Tenimyu"". In 2010, he portrayed the hero in ""Tensou Sentai Goseiger"", the first portrayer of a Black Super Sentai Warrior to have been born in the Heisei period…",178
In Gyo Jin,South Korean,"In Gyo Jin, previously known as Do Lee Sung, is a South Korean actor, under H&Entertainment. He studied English literature at Dankook University. He debuted in 2000 on MBC's 29th public recruitment talent. He won Best supporting actor (male) from the KBS Drama Awards in 2018.",178
Jung Dong Hwan,South Korean,"Jung Dong Hwan is a South Korean actor who began his career in theater. He was most active in Korean cinema in the 1980s, but as he grew older, Jung appeared more frequently on television.",178
Katherine Yang,Chinese,"Yang Zhi Ying is a Chinese actress and model. Born in Shandong, she graduated from Indiana University. Then she made her acting debut in a minor role in the 2016 television drama “Yes! Mr. Fashion”.

(Source: Viki)",178
Karam,South Korean,"Park Hyun Chul, better known by his stage name Karam, is a South Korean singer, dancer and member of THE BOSS (known in South Korea as DGNA and in Japan as Daikoku Danji). He graduated from Cheongdam High School, later obtained a bachelor's degree from Sehan University and was enrolled in the master's…",178
Ryu Abel,South Korean,"Ryu Sun Young started to use the stage name Ryu Abel in 2018. She is a South Korean actress, who gained big attention from the audience through the independent film Our Love Story (2016w). She is the elder sister of actress Ryu Hye Young.",178
Bae Da Bin,South Korean,"She is currently under SM C&C, a talent agency under SM Entertainment. She has a younger brother, Bae Ho Young, who is a member of boy group VeriVery.",178
Ben Bunyapol Likhitamnuayporn,Thai,"""Ben"" Bunyapol Likhitamnuayporn is an actor. He attended Bangkok Christian College. 

In high school, Ben was a guitarist and vocalist in Jaturamitr Band alongside lead singer ""Nat"" Natasit Uareksit and vocalist ""Rossi"" Nonthakorn Chatchue. 

(Source: MyDramaList)",178
